# x (km)              y (km)
131533.691068482090  85868.403808907344
131830.521950055496  86190.481069495305
132064.335341396480  86445.692186141241
132359.786660720158  86766.865619483142
132654.475984592282  87087.536710934262
132948.407707616367  87407.707599597896
133241.586179406499  87727.380406653145
133534.015705239523  88046.557235569839
133825.700546694832  88365.240172320235
134116.644922282605  88683.431285587605
134406.853008060076  89001.132626971288
134696.328938236722  89318.346231189018
134985.076805768214  89635.074116275748
135273.100662939425  89951.318283779561
135560.404521937046  90267.080718954836
135846.992355411698  90582.363390952145
136132.868097030063  90897.168253005555
136418.035642016679  91211.497242616853
136702.498847686395  91525.352281737287
136986.261533967423  91838.735276946289
137269.327483914705  92151.648119627876
137551.700444214541  92464.092686144140
137833.384125680110  92776.070838006184
138114.382203738554  93087.584422042884
138394.698318909213  93398.635270566621
138674.336077273736  93709.225201537076
138953.299050938076  94019.356018722276
139231.590778486454  94329.029511857560
139509.214765427372  94638.247456802113
139786.174484632269  94947.011615693089
140062.473376766400  95255.323737097875
140338.114850712620  95563.185556163749
140613.102283987711  95870.598794765741
140887.439023152081  96177.565161652194
141178.137611957442  96503.324168883220
141420.874317511596  96775.428043676133
141663.104413691792  97047.182659226804
141904.830169802532  97318.589181172138
142146.053836990468  97589.648767371778
142386.777648450399  97860.362567982491
142627.003819629084  98130.731725531878
142866.734548425156  98400.757374990892
143105.972015386564  98670.440643845432
143344.718383905449  98939.782652167443
143612.685102927964  99242.342279933830
143880.036199517694  99544.473104730772
144146.774676629197  99846.176687688669
144412.903511026525 100147.454578535442
144678.425653607643 100448.308315715898
144943.344029723521 100748.739426509608
145207.661539492779 101048.749427147326
145471.381058110303 101348.339822925351
145734.505436152132 101647.512108318973
145997.037499874743 101946.267767093945
146258.980051509949 102244.608272416561
146520.335869555216 102542.535086962307
146781.107709059346 102840.049663023106
147041.298301903822 103137.153442612995
147300.910357079731 103433.847857572589
147559.946560960409 103730.134329671855
147818.409577570099 104026.014270712025
148076.302048848243 104321.489082625616
148333.626594909845 104616.560157575470
148590.385814301961 104911.228878052556
148846.582284256088 105205.496616972174
149102.218560937123 105499.364737769283
149357.297179688088 105792.834594492306
149611.820655271615 106085.907531895820
149865.791482107656 106378.584885532138
150119.212134507514 106670.867981841715
150372.085066904721 106962.758138242105
150624.412714082224 107254.256663216205
150876.197491396306 107545.364856399072
151127.441794997285 107836.084008663747
151378.148002047034 108126.415402206083
151628.318470932951 108416.360310628297
151877.955541479489 108705.919999021615
152127.061535155808 108995.095724047860
152375.638755281252 109283.888734020002
152623.689487227064 109572.300268981664
152871.215998616040 109860.331560785853
153118.220539518574 110147.983833172228
153364.705342646310 110435.258301844035
153610.672623543011 110722.156174543721
153856.124580772652 111008.678651127426
154101.063396104990 111294.826923639295
154345.491234698158 111580.602176383909
154589.410245279112 111866.005585998719
154832.822560321511 112151.038321524888
155075.730296220747 112435.701544477939
155318.135553467117 112719.996408916923
155560.040416815813 113003.924061513069
155801.446955455613 113287.485641617866
156042.357223174185 113570.682281329588
156282.773258521862 113853.515105559840
156522.697084972722 114135.985232098712
156762.130711083999 114418.093771679632
157001.076130652567 114699.841828042889
157239.535322870099 114981.230497998971
157477.510252475651 115262.260871490973
157715.002869906108 115542.934031655794
157952.015111445071 115823.251054885477
158188.548899369460 116103.213010887237
158424.606142093922 116382.820962742771
158660.188734313881 116662.075966967226
158895.298557146278 116940.979073567301
159129.937478268577 117219.531326098586
159364.107352055784 117497.733761722295
159597.810019716067 117775.587411261498
159831.047309424088 118053.093299256507
160063.821036453039 118330.252444019745
160296.133003304596 118607.065857689842
160527.984999837383 118883.534546285431
160759.378803393804 119159.659509757883
160990.316178925248 119435.441742043928
161220.798879115231 119710.882231117139
161450.828644501831 119985.981959039491
161680.407203597628 120260.741902011650
161909.536273008795 120535.163030423209
162138.217557552358 120809.246308902235
162366.452750371944 121082.992696364061
162594.243533052271 121356.403146059776
162821.591575731960 121629.478605624041
163048.498537215084 121902.220017122527
163274.966065081331 122174.628317098512
163500.995795794559 122446.704436619388
163726.589354810392 122718.449301322413
163951.748356682132 122989.863831459894
164176.474405165442 123260.948941943978
164400.769093321753 123531.705542391093
164624.634003620624 123802.134537165606
164848.070708040381 124072.236825423242
165071.080768167973 124342.013301154017
165293.665735297138 124611.464853224476
165515.827150525962 124880.592365419798
165737.566544852802 125149.396716485251
165958.885439271107 125417.878780167215
166179.785344863107 125686.039425253912
166400.267762892705 125953.879515615365
166620.334184896783 126221.399910243461
166839.986092775420 126488.601463291023
167059.224958881736 126755.485024110880
167278.052246109437 127022.051437294314
167496.469407980709 127288.301542709160
167714.477888731955 127554.236175537604
167932.079123399104 127819.856166313344
168149.274537901598 128085.162340958515
168366.065549125866 128350.155520820481
168582.453565007192 128614.836522707599
168798.439984610945 128879.206158925197
169014.026198213222 129143.265237311149
169229.213587379665 129407.014561270524
169444.003525044245 129670.454929810541
169658.397375586559 129933.587137574854
169872.396494908666 130196.411974877468
170086.002230510494 130458.930227736389
170299.215921565075 130721.142677906901
170512.038898992207 130983.050102914480
170724.472485531733 131244.653276087396
170936.517995816044 131505.952966589102
171148.176736441295 131766.949939450045
171359.450006038242 132027.644955599331
171570.339095342060 132288.038771895954
171780.845287261676 132548.132141160051
171990.969856947690 132807.925812203292
172200.714071860275 133067.420529859344
172410.079191835743 133326.617035014060
172619.066469152953 133585.516064635100
172827.677148598130 133844.118351801473
173035.912467529794 134102.424625732674
173243.773655942699 134360.435611817753
173451.261936530675 134618.152031643636
173658.378524749540 134875.574603023764
173865.124628878402 135132.704040025856
174071.501450081239 135389.541052999906
174277.510182467027 135646.086348605546
174483.152013149636 135902.340629839397
174688.428122307028 136158.304596062080
174893.339683239581 136413.978943024587
175097.887862428179 136669.364362895169
175302.073819591198 136924.461544285354
175505.898707741348 137179.271172275709
175709.363673241518 137433.793928441883
175912.469855860254 137688.030490879755
176115.218388826674 137941.981534230843
176317.610398884426 138195.647729707096
176519.647006345680 138449.029745115782
176721.329325143917 138702.128244883817
176922.658462886669 138954.943890082155
177123.635520907439 139207.477338449768
177324.261594317039 139459.729244417336
177524.537772054464 139711.700259131001
177724.465136937477 139963.391030475643
177924.044765712082 140214.802203097934
178123.277729102061 140465.934418429504
178322.165091857780 140716.788314709265
178520.707912804268 140967.364527006226
178718.907244889124 141217.663687241555
178916.764135229925 141467.686424210900
179114.279625160823 141717.433363606076
179311.454750278965 141966.905128036509
179508.290540490299 142216.102337051299
179704.788020054984 142465.025607160002
179900.948207632347 142713.675551853725
180096.772116325184 142962.052781626378
180292.260753723938 143210.157903994987
180487.415121950122 143457.991523520177
180682.236217699538 143705.554241826874
180876.725032284827 143952.846657624032
181070.882551678020 144199.869366724772
181264.709756551834 144446.622962066089
181458.207622321643 144693.108033728407
181651.377119186218 144939.325168955140
181844.219212168216 145185.274952171807
182036.734861154488 145430.957965004869
182228.925020935974 145676.374786301196
182420.790641246771 145921.525992146228
182612.332666803530 146166.412155882776
182803.552037343732 146411.033848129504
182994.449687664077 146655.391636798653
183185.026547658490 146899.486087115016
183375.283542355202 147143.317761632818
183565.221591954352 147386.887220254284
183754.841611864395 147630.195020246727
183944.144512738712 147873.241716260061
184133.131200511620 148116.027860344300
184321.802576433955 148358.554001966520
184510.159537108644 148600.820688027801
184698.202974525484 148842.828462880134
184885.933776096092 149084.577868343156
185073.352824687958 149326.069443720393
185260.460998658760 149567.303725816222
185447.259171889862 149808.281248951389
185633.748213819839 150049.002544979827
185819.928989477339 150289.468143304170
186005.802359513938 150529.678570891614
186191.369180236710 150769.634352289839
186376.630303640151 151009.336009642575
186561.586577438109 151248.784062704653
186746.238845095300 151487.979028857691
186930.587945858395 151726.921423125168
187114.634714787389 151965.611758187326
187298.379982785729 152204.050544396217
187481.824576631014 152442.238289790519
187664.969319004915 152680.175500109908
187847.815028523182 152917.862678810110
188030.362519764953 153155.300327076606
188212.612603302201 153392.488943839766
188394.566085728438 153629.429025788180
188576.223769687844 153866.121067383356
188757.586453903466 154102.565560873190
188938.654933205369 154338.762996306265
189119.429998558830 154574.713861544908
