# x (km)              y (km)
189299.912437091756 154810.418642279459
189480.103032122308 155045.877822041279
189660.002563185961 155281.091882216249
189839.611806062632 155516.061302058108
190018.931532803137 155750.786558701453
190197.962511755846 155985.268127174844
190376.705507592706 156219.506480413664
190555.161281335517 156453.502089273126
190733.330590381462 156687.255422540766
190911.214188528626 156920.766946949094
191088.812826001405 157154.037127188261
191266.127249475539 157387.066425918281
191443.158202103019 157619.855303781427
191619.906423536449 157852.404219414311
191796.372649953875 158084.713629460253
191972.557614082645 158316.783988580923
192148.462045223598 158548.615749468590
192324.086669274664 158780.209362857684
192499.432208754646 159011.565277536749
192674.499382826325 159242.683940359741
192849.288907319889 159473.565796257870
193008.736505758628 159686.945879151608
193182.964499182417 159917.356627862959
193356.916915625101 160147.531855916197
193530.594457997038 160377.472000753361
193703.997825987346 160607.177497949568
193877.127716086135 160836.648781223659
194049.984821605962 161065.886282449355
194222.569832703797 161294.890431665932
194394.883436402306 161523.661657089076
194566.926316611003 161752.200385121279
194738.699154147442 161980.507040362718
194910.202626758168 162208.582045621617
195081.437409139238 162436.425821924582
195252.404172956944 162664.038788526843
195423.103586868034 162891.421362922760
195593.536316539976 163118.573960855661
195763.703024670947 163345.496996328176
195933.604371009744 163572.190881612070
196103.241012375423 163798.656027258228
196272.613602676836 164024.892842106521
196441.722792932065 164250.901733295410
196610.569231287431 164476.683106271870
196779.153563036671 164702.237364800909
196947.476430639916 164927.564910974877
197115.538473742257 165152.666145223426
197283.340329192404 165377.541466322378
197450.882631060958 165602.191271403455
197618.166010658955 165826.615955963265
197785.191096555733 166050.815913872560
197951.958514597063 166274.791537385405
198118.468887922849 166498.543217148079
198284.722836984962 166722.071342208248
198450.720979564649 166945.376300023636
198616.463930789963 167168.458476471016
198781.952303153026 167391.318255855032
198947.186706527253 167613.956020916579
199112.167748183972 167836.372152841795
199276.896032809775 168058.567031270388
199441.372162522894 168280.541034304391
199605.596736889682 168502.294538516202
199769.570352941548 168723.827918957541
199933.293605190585 168945.141549166990
200096.767085646337 169166.235801179078
200259.991383831511 169387.111045531841
200422.967086798075 169607.767651275237
200585.694779142970 169828.205985979119
200748.175043023803 170048.426415741298
200910.408458174323 170268.429305195459
201072.395601920027 170488.215017518960
201234.137049193378 170707.783914440952
201395.633372549026 170927.136356249801
201556.885142178595 171146.272701800888
201717.892925926193 171365.193308524496
201878.657289302850 171583.898532433086
202039.178795501182 171802.388728129037
202199.458005410270 172020.664248812012
202359.495477630146 172238.725446286757
202519.291768485913 172456.572670969763
202678.847432042152 172674.206271897274
202838.163020117267 172891.626596732240
202997.239082297223 173108.833991771477
203156.076165949780 173325.828801953088
203314.674816238228 173542.611370863393
203473.035576134978 173759.182040743879
203631.158986435417 173975.541152498481
203789.045585771470 174191.689045700448
203946.695910624694 174407.626058598980
204104.110495340050 174623.352528126532
204261.289872138732 174838.868789905304
204418.234571131557 175054.175178254052
204574.945120331977 175269.272026194929
204731.422045668704 175484.159665459942
204887.665870999132 175698.838426497678
205043.677118121559 175913.308638479939
205199.456306787964 176127.570629308175
205355.003954716725 176341.624725619797
205510.320577604929 176555.471252794960
205665.406689140771 176769.110534962674
205820.262801015895 176982.542895007093
205974.889422937413 177195.768654574000
206129.287062640302 177408.788134076982
206283.456225899077 177621.601652703568
206437.397416539927 177834.209528421372
206591.111136452586 178046.612077984319
206744.597885601921 178258.809616938524
206897.858162039600 178470.802459628554
207050.892461915966 178682.590919203241
207203.701279491128 178894.175307621539
207356.285107146658 179105.555935658747
207508.644435396796 179316.733112911839
207660.779752899776 179527.707147805893
207812.691546469083 179738.478347599419
207964.380301084166 179949.047018390236
208115.846499901993 180159.413465121092
208267.090624267585 180369.577991585480
208418.113153725018 180579.540900432999
208568.914566028194 180789.302493175230
208719.495337151573 180998.863070190942
208869.855941300804 181208.222930731834
209019.996850923199 181417.382372927823
209169.918536718294 181626.341693792609
209319.621467648307 181835.101189228939
209469.106110948400 182043.661154033995
209618.372932136845 182252.021881904657
209767.422395025467 182460.183665442775
209916.254961729574 182668.146796160494
210064.871092678164 182875.911564485345
210213.271246623655 183083.478259765368
210361.455880652124 183290.847170274414
210509.425450192968 183498.018583216966
210657.180409028602 183704.992784733360
210804.721209304436 183911.770059904928
210952.048301538394 184118.350692758628
211099.162134630460 184324.734966272285
211246.063155872078 184530.923162379273
211392.751810956019 184736.915561973728
211539.228543985315 184942.712444915000
211685.493797482835 185148.314090032683
211831.548012400483 185353.720775131398
211977.391628128593 185558.932776995527
212123.025082504726 185763.950371393759
212268.448811822833 185968.773833083949
212413.663250842568 186173.403435817774
212558.668832798139 186377.839452345273
212703.465989406890 186582.082154419360
212848.055150878412 186786.131812800508
212992.436745923478 186989.988697261258
213136.611201762513 187193.653076590621
213208.979004657071 187295.919296891079
213251.945098513854 187356.648553704843
213424.147478542727 187601.136271310301
213567.702329205727 187804.232465615642
213711.051735718589 188007.137220115488
213854.196117987769 188209.850798749452
213997.135894480540 188412.373464499804
214139.871482233400 188614.705479395983
214282.403296860488 188816.847104518762
214424.731752561464 189018.798600004404
214566.857262130245 189220.560225049034
214708.780236962572 189422.132237912592
214850.501087064476 189623.514895923116
214992.020221060084 189824.708455480752
215133.338046199788 190025.713172061864
215274.454968368023 190226.529300223192
215415.371392091183 190427.157093605696
215556.087720545474 190627.596804938570
215696.604355564632 190827.848686043406
215836.921697647893 191027.912987837859
215977.040145967243 191227.789960339869
216116.960098375392 191427.479852671153
216256.681951413368 191626.982913061482
216396.206100317911 191826.299388852291
216535.532939028984 192025.429526500404
216674.662860197219 192224.373571582051
216813.596255191573 192423.131768796447
216952.333514106314 192621.704361969692
217090.875025768473 192820.091594058147
217229.221177745261 193018.293707152538
217367.372356351203 193216.310942481301
217505.328946655267 193414.143540414399
217643.091332487907 193611.791740466637
217780.659896448604 193809.255781301763
217918.035019912350 194006.535900735529
218055.217083037045 194203.632335739356
218192.206464770308 194400.545322443999
218329.003542856692 194597.275096142985
218465.608693843911 194793.821891295753
218602.022293090529 194990.185941531672
218738.244714772212 195186.367479652981
218874.276331888599 195382.366737638280
219010.117516270227 195578.183946646022
219145.768638584967 195773.819337017805
219281.230068344885 195969.273138281569
219416.502173912711 196164.545579155092
219551.585322508676 196359.636887549277
219686.479880216590 196554.547290570976
219821.186211990804 196749.277014526859
219955.704681662435 196943.826284926210
220090.035651945887 197138.195326484187
220224.179484445194 197332.384363125020
220358.136539660482 197526.393617985217
220491.907176994049 197720.223313416442
220625.491754756949 197913.873670989007
220758.890630175098 198107.344911494671
220892.104159395531 198300.637254949688
221025.132697492489 198493.750920598046
221157.976598473731 198686.686126914108
221290.636215286533 198879.443091606227
221423.111899823911 199072.022031619068
221555.404002930358 199264.423163136962
221687.512874408334 199456.646701586666
221819.438863023708 199648.692861640360
221951.182316512306 199840.561857218592
222082.743581585382 200032.253901492892
222214.123003935558 200223.769206888916
222345.320928243047 200415.107985089242
222476.337698180869 200606.270447035960
222607.173656421306 200797.256802933640
222737.829144641262 200988.067262252240
222868.304503528023 201178.702033729496
222998.600072785135 201369.161325374007
223128.716191138024 201559.445344467764
223258.653196339466 201749.554297568829
223388.411425175436 201939.488390514220
223517.991213470756 202129.247828422289
223647.392896094272 202318.832815695583
223776.616806964827 202508.243556023430
223905.663279056549 202697.480252384325
224034.532644404273 202886.543107048841
224163.225234109268 203075.432321582048
224291.741378344246 203264.148096845951
224420.081406359212 203452.690633002261
224548.245646486495 203641.060129514633
224676.234426146286 203829.256785151403
224804.048071851837 204017.280797988002
224931.686909214855 204205.132365409198
225059.151262950676 204392.811684111832
225186.441456883622 204580.318950107205
225313.557813952066 204767.654358723230
225440.500656213932 204954.818104607140
225567.270304851379 205141.810381727671
225693.867080176395 205328.631383377447
225820.291301635589 205515.281302175223
225946.543287815613 205701.760330068500
226072.623356448050 205888.068658335687
226198.531824414240 206074.206477587955
226324.269007750816 206260.173977772385
226449.835221654357 206445.971348173305
226575.230780486309 206631.598777415231
226700.455997778277 206817.056453464727
226825.511186236603 207002.344563632534
226950.396657747624 207187.463294576097
227075.112723382190 207372.412832301459
227199.659693400958 207557.193362165592
227324.037877258699 207741.805068878195
227448.247583609773 207926.248136504320
227572.289120312431 208110.522748466115
227696.162794433796 208294.629087544949
227819.868912254664 208478.567335883767
227943.407779274188 208662.337674988579
228066.779700214567 208845.940285731223
228189.984979025758 209029.375348350644
228313.023918890511 209212.643042455718
228435.896822228417 209395.743547026388
228558.603990700940 209578.677040416369
228681.145725216076 209761.443700354605
228803.522325932892 209944.043703947595
228925.734092265920 210126.477227680880
229047.781322890107 210308.744447421428
229169.664315745089 210490.845538419409
229291.383368039940 210672.780675309798
229412.938776257331 210854.550032114494
229534.330836158450 211036.153782244277
229655.559842787246 211217.592098500259
229776.626090475125 211398.865153076302
229897.529872845073 211579.973117560236
230018.271482816286 211760.916162935871
230138.851212608512 211941.694459584949
230259.269353746728 212122.308177288738
230322.538694762596 212208.121566588088
230442.953957556630 212388.287489072769
230563.208354932198 212568.289256857883
230683.302175981691 212748.127037829836
230803.235709123226 212927.800999281259
230923.009242104454 213107.311307912663
231042.623062006867 213286.658129834017
231162.077455250663 213465.841630566574
231281.372707598290 213644.861975044390
231400.509104159224 213823.719327616069
231519.486929393897 214002.413852046186
231638.306467118178 214180.945711517095
231756.968000507419 214359.315068630356
231875.471812100732 214537.522085408506
231992.891255522409 214714.172127021273
232111.081699256960 214892.056216079975
232229.115262842242 215069.778446157259
232346.992226318980 215247.338976978906
232464.712869112671 215424.737967699417
232582.277470037254 215601.975576903118
232699.686307299504 215779.051962605881
232816.939658503223 215955.967282256635
232934.037800653023 216132.721692738356
233050.981010158808 216309.315350370220
233167.769562839443 216485.748410908418
233284.403733927116 216662.021029547788
233400.883798071183 216838.133360923326
233517.210029342299 217014.085559111409
233576.001949505473 217129.495223381498
233691.880860825127 217305.453151810740
233807.606651078357 217481.251336496411
233923.179592376284 217656.889929403726
234038.599956268183 217832.369081946177
234153.868013745785 218007.688944986934
234268.984035247326 218182.849668840267
234383.948290661268 218357.851403272536
234498.761049330351 218532.694297503680
234613.422580055543 218707.378500208375
234727.933151099947 218881.904159517202
234842.293030192726 219056.271423018072
234956.502484532946 219230.480437757156
235070.561780793592 219404.531350240344
235184.471185125323 219578.424306434143
235298.230963160400 219752.159451767046
235411.841380016645 219925.736931130697
235525.302700301138 220099.156888880738
235638.615188114258 220272.419468838343
235751.779107053299 220445.524814291159
235864.794720216625 220618.473067994142
235977.662290207169 220791.264372170903
236090.382079136500 220963.898868514982
236202.954348628555 221136.376698190259
236315.379359823390 221308.698001832789
236427.657373381080 221480.862919551146
236539.788649485505 221652.871590927825
236651.773447848158 221824.724155020143
236763.612027711701 221996.420750361052
236875.304647854122 222167.961514960567
236986.851566592464 222339.346586306288
237098.253041785938 222510.576101364364
237209.509330840781 222681.650196580740
237320.620690713084 222852.569007881772
237431.587377912918 223023.332670675270
237542.409648508299 223193.941319851554
237653.087758128357 223364.395089783706
237763.621961967641 223534.694114329322
237874.012514789501 223704.838526830630
237984.259670930129 223874.828460115794
238094.363684301788 224044.664046499354
238204.324808397039 224214.345417783421
238314.143296292255 224383.872705258167
238423.819400651235 224553.246039702761
238533.353373729129 224722.465551386093
238642.745467375935 224891.531370067474
238751.995933040424 225060.443624997599
238861.105021773576 225229.202444918948
238970.072984232538 225397.807958066725
239078.900070684118 225566.260292169434
239187.586531008681 225734.559574449755
239296.132614703616 225902.705931624980
239404.538570887322 226070.699489907915
239512.804648302321 226238.540375007025
239620.931095319829 226406.228712127806
239728.918159942667 226573.764625972894
239836.766089809302 226741.148240742739
239944.475132197462 226908.379680136248
240052.045534027799 227075.459067351301
240159.477541867585 227242.386525085487
240266.771401934442 227409.162175536447
240373.927360099886 227575.786140402401
240480.945661893260 227742.258540882875
240587.826552505139 227908.579497679020
240694.570276791172 228074.749130994081
240801.177079275658 228240.767560533946
240907.647204155423 228406.634905507643
241013.980895303423 228572.351284627744
241120.178396271978 228737.916816110694
241226.239950297429 228903.331617677381
241332.165800302872 229068.595806553436
241437.956188902259 229233.709499469551
241543.611358404363 229398.672812662233
241649.131550815859 229563.485861873516
241754.517007845396 229728.148762351950
241859.767970907415 229892.661628852336
241964.884681125433 230057.024575636693
242069.867379336152 230221.237716473814
242174.716306092887 230385.301164640201
242279.431701669353 230549.215032919892
242384.013806063624 230712.979433604924
242488.462859001418 230876.594478495535
242592.779099940206 231040.060278900375
242696.962768072524 231203.376945636497
242801.014102330199 231366.544589030091
242904.933341387630 231529.563318915985
243008.720723665872 231692.433244638174
243112.376487336151 231855.154475050018
243215.900870323676 232017.727118514216
243319.294110311486 232180.151282902865
243422.556444744056 232342.427075597807
243525.688110831165 232504.554603490309
243628.689345551596 232666.533972981444
243731.560385657009 232828.365289982117
243834.301467675657 232990.048659912893
243936.912827916181 233151.584187704109
244039.394702471443 233312.971977796115
244141.747327222227 233474.212134138652
244243.970937841048 233635.304760191415
244346.065769796405 233796.249958923698
244448.032058355835 233957.047832814424
244549.870038590481 234117.698483852000
244651.579945378326 234278.202013534115
244753.162013408495 234438.558522867737
244854.616477184987 234598.768112369056
244955.943571030424 234758.830882063165
245057.143529089983 234918.746931483736
245158.216585335438 235078.516359673347
245259.162973568978 235238.139265182748
245359.982927426696 235397.615746070747
245460.676680383476 235556.945899904327
245561.244465755764 235716.129823757568
245661.686516706366 235875.167614212376
245762.003066248086 236034.059367357404
245862.194347247510 236192.805178787938
245962.260592429491 236351.405143605894
246062.202034380520 236509.859356418950
246162.018905553123 236668.167911340221
246261.711438269849 236826.330901988404
246361.279864726966 236984.348421486648
246460.724416998884 237142.220562462608
246560.045327042200 237299.947417047777
246659.242826699279 237457.529076876992
246758.317147702852 237614.965633088024
246857.268521679798 237772.257176320942
246956.097180155542 237929.403796717786
247054.803354557720 238086.405583921762
247153.387276220834 238243.262627076707
247251.849176389951 238399.975014826719
247350.189286225068 238556.542835315224
247448.407836805331 238712.966176184418
247546.505059133167 238869.245124574809
247644.481184138393 239025.379767124134
247742.336442682776 239181.370189967274
247840.071065563825 239337.216478734626
247937.685283519240 239492.918718552188
248035.179327231424 239648.476994040364
248132.553427331470 239803.891389313241
248229.807814403495 239959.161987977626
248326.942718989216 240114.288873132668
248423.958371591958 240269.272127368284
248520.855002681405 240424.111832765018
248617.632842697727 240578.808070892526
248714.292122055980 240733.360922808963
248810.833071150730 240887.770469059848
248907.255920360301 241042.036789677310
249003.560900051292 241196.159964178718
249099.748240583227 241350.140071565984
249195.818172313011 241503.977190324484
249291.770925599150 241657.671398421400
249387.606730806729 241811.222773305635
249483.325818312005 241964.631391905772
249578.928418506432 242117.897330629319
249674.414761802065 242271.020665361371
249769.785078635672 242424.001471463591
249865.039599473675 242576.839823772811
249960.178554816695 242729.535796599695
250041.707942231325 242744.374311859836
250136.896734530339 242896.641815553186
250231.970522299176 243048.767133182380
250326.929536432726 243200.750337237550
250421.774007884407 243352.591499675502
250516.504167671315 243504.290691918228
250611.120246878942 243655.847984851513
250705.622476666089 243807.263448823331
250800.011088270025 243958.537153642421
250894.286313011398 244109.669168576860
250988.448382298928 244260.659562351881
251082.497527634987 244411.508403149113
251176.433980620495 244562.215758604492
251270.257972959604 244712.781695806247
251363.969736465602 244863.206281293882
251457.569503065315 245013.489581056114
251551.057504805067 245163.631660528976
251644.433973855193 245313.632584594219
251737.699142515892 245463.492417577363
251830.853243222169 245613.211223245773
251923.896508549282 245762.789064807002
252016.829171218269 245912.226004906464
252109.651464101073 246061.522105625918
252202.363620226271 246210.677428480994
252294.965872784320 246359.692034419626
252387.458455133194 246508.565983819251
252479.841600804153 246657.299336485710
252572.115543506778 246805.892151650303
252664.280517135310 246954.344487967639
252756.336755773576 247102.656403513800
252848.284493701445 247250.827955783898
252940.123965400067 247398.859201689571
253031.855405557813 247546.750197556947
253123.479049076326 247694.500999124080
253214.995131075848 247842.111661538365
253306.403886901913 247989.582239354611
253397.705552130559 248136.912786531815
253488.900362574932 248284.103356431267
253579.988554291078 248431.154001813440
253670.970363583911 248578.064774835861
253761.846027013555 248724.835727049795
253852.615781401662 248871.466909398121
253943.279863837321 249017.958372212277
254033.838511683571 249164.310165209521
254124.291962583724 249310.522337489936
254214.640454467502 249456.594937533664
254304.884225558140 249602.528013198113
254395.023514378030 249748.321611714578
254485.058559755707 249893.975779685396
254574.989600832690 250039.490563081112
254664.816877069476 250184.866007236589
254754.540628252842 250330.102156848763
254844.161094502255 250475.199055972567
254933.678516276879 250620.156748018286
255023.093134382390 250764.975275747885
255112.405189977784 250909.654681271466
255201.614924582449 251054.195006044203
255290.722580083268 251198.596290862333
255379.728398741747 251342.858575860271
255468.632623201003 251486.981900506362
255557.435496493272 251630.966303599504
255646.137262046803 251774.811823265511
255734.738163693488 251918.518496952864
255823.238445676398 252062.086361429538
255911.638352656941 252205.515452778462
255999.938129722548 252348.805806393910
256088.138022394473 252491.957456977543
256176.238276635180 252634.970438533870
256264.239138856297 252777.844784366665
256352.140855926351 252920.580527074198
256439.943675178685 253063.177698545507
256527.647844419436 253205.636329955509
256615.253611935710 253347.956451761129
256702.761226503382 253490.138093696121
256790.170937395567 253632.181284767430
256877.482994390768 253774.086053249601
256964.697647781257 253915.852426680824
257051.815148381545 254057.480431857839
257138.835747536825 254198.970094831166
257225.759697131551 254340.321440900123
257312.587249598029 254481.534494608029
257399.318657925527 254622.609279736935
257485.954175668623 254763.545819302526
257572.494056956552 254904.344135549152
257658.938556501758 255045.004249944061
257745.287929609563 255185.526183172566
257831.542432187009 255325.909955132112
257917.702320752083 255466.155584927066
258003.767852443299 255606.263090862980
258089.739285029063 255746.232490440831
258175.616876917164 255886.063800351083
258261.400887164695 256025.757036468305
258347.091575487575 256165.312213844736
258432.689202270325 256304.729346704116
258518.194028576429 256444.008448436274
258603.606316157937 256583.149531589792
258688.926327466092 256722.152607866796
258774.154325661017 256861.017688115418
258859.290574622835 256999.744782324095
258944.335338961449 257138.333899614576
259029.288884027628 257276.785048235150
259114.151475923485 257415.098235553945
259198.923381513509 257553.273468051688
259283.604868435214 257691.310751315177
259368.196205110406 257829.210090029519
259452.697660756414 257966.971487971314
259537.109505397297 258104.594948000828
259621.432009875134 258242.080472055008
259705.665445861843 258379.428061139450
259789.810085870675 258516.637715320801
259873.866203268204 258653.709433719079
259925.991407366062 258738.713908424252
259968.067580426752 258807.332282303600
260010.121654639108 258875.915992300579
260052.153664756886 258944.465037956106
260094.163645590481 259012.979418749514
260136.151632007502 259081.459134098259
260178.117658932635 259149.904183357430
260220.061761348887 259218.314565820008
260261.983974296920 259286.690280715848
260303.572705647297 259355.518783083564
260387.076639760402 259491.779301367060
260470.494026698056 259627.901849322428
260553.825147216703 259763.886418058100
260637.070283039619 259899.732997657993
260720.229716870264 260035.441577172343
260803.303732405824 260171.012144608947
260886.292614350212 260306.444686922827
260969.196648428246 260441.739190007414
261052.016121399502 260576.895638684364
261134.751321071759 260711.914016693656
261217.402536315960 260846.794306683820
261299.970057080063 260981.536490201164
261382.454174403567 261116.140547680086
261464.855180432351 261250.606458431837
261547.173368433519 261384.934200634219
261629.409032810363 261519.123751320643
261711.562469117547 261653.175086368894
261793.633974076714 261787.088180490013
261875.623845591879 261920.863007216918
261957.532382765377 262054.499538892822
262039.359885913524 262187.997746658977
262121.106656583142 262321.357600443647
262202.772997567838 262454.579068949155
262284.359212924610 262587.662119639572
262365.865607990185 262720.606718728668
262447.292489398737 262853.412831166526
262528.640165098477 262986.080420627142
262609.908944369527 263118.609449494747
262691.099137841200 263250.999878850707
262772.211057509936 263383.251668460027
262853.245016757515 263515.364776757080
262934.201330369455 263647.339160831878
263015.080314553110 263779.174776415806
263095.882286956883 263910.871577866958
263176.607566689374 264042.429518155521
263257.256474337890 264173.848548848531
263333.851862893091 264302.797534579877
263414.351614910818 264433.949138027674
263494.775954754034 264564.961679139000
263575.125209065736 264695.835103760590
263655.399706067576 264826.569356257620
263735.599775580748 264957.164379497583
263815.725749046658 265087.620114833233
263895.777959549101 265217.936502085300
263975.756741835095 265348.113479525608
264055.662432337471 265478.150983858912
264135.495369196578 265608.048950204917
264215.255892283574 265737.807312080578
264294.944343222247 265867.426001380605
264374.561065413232 265996.904948359414
264454.106404057005 266126.244081611163
264533.580706177396 266255.443328050547
264612.984320646559 266384.502612893179
264692.317598208494 266513.421859634633
264771.580891504302 266642.200990030193
264850.774555097567 266770.839924074360
264929.898945499444 266899.338579978677
265008.954421194678 267027.696874150599
265087.941342667851 267155.914721171663
265166.860072429816 267283.992033774091
265245.710975044698 267411.928722819139
265324.494417157664 267539.724697272934
265403.210767521756 267667.379864183255
265481.860397026932 267794.894128655375
265560.443678727839 267922.267393827555
265602.760903538554 267990.843984194915
265624.945761196490 268026.894488207938
265644.999267279985 268059.494152559899
265727.273230211693 268193.308230972150
265805.464315383637 268320.368575792236
265883.590615288471 268447.287500461214
265961.652513933077 268574.064897847536
266039.650397661491 268700.700658699730
266117.584655186161 268827.194671618869
266195.455677620193 268953.546823030512
266273.263858509134 269079.756997155957
266351.009593864146 269205.825075982895
266428.693282195192 269331.750939236081
266506.315324544557 269457.534464346827
266583.876124521717 269583.175526422216
266661.376088337332 269708.673998213548
266738.815624839102 269834.029750084912
266816.195145547565 269959.242649980297
266893.515064692299 270084.312563390180
266970.775799249008 270209.239353318291
267047.977768976765 270334.022880246921
267125.121396456147 270458.663002101821
267202.207107128517 270583.159574216872
267279.235329334042 270707.512449297006
267356.206494352722 270831.721477382060
267433.121036443976 270955.786505808239
267509.979392888607 271079.707379169995
267586.782004031702 271203.483939266647
267663.529313320818 271327.116025081079
267740.221767352021 271450.603472743940
267816.859815912961 271573.946115482424
267893.443912027986 271697.143783578184
267969.974512002140 271820.196304324025
268046.452075468085 271943.103501980135
268122.877065431734 272065.865197728679
268199.249948320095 272188.481209628750
268275.571194029180 272310.951352569158
268351.841275973071 272433.275438221230
268428.060671132931 272555.453274990141
268504.229860108113 272677.484667965444
268580.349327167205 272799.369418870599
268656.419560299721 272921.107326011639
268732.441051269707 273042.698184224369
268808.414295668772 273164.141784821113
268884.339792971616 273285.437915535993
268960.218046590802 273406.586360468762
269036.049563933979 273527.586900028866
269111.834856461093 273648.439310875896
269187.574439742253 273769.143365861848
269263.268833518086 273889.698833969596
269338.918561759405 274010.105480251717
269414.524152729020 274130.363065767277
269490.086139043968 274250.471347517276
269565.605057739071 274370.430078379344
269641.081450331549 274490.239007040684
269716.515862886619 274609.897877929092
269791.908846084494 274729.406431143638
269867.260955288366 274848.764402382949
269942.572750613210 274967.971522872103
270017.844796996505 275087.027519288880
270093.077664269542 275205.932113686751
270168.271927230526 275324.685023417464
270243.428165718098 275443.285961051937
270318.546964687470 275561.734634298889
270393.628914286557 275680.030745921715
270468.674609934213 275798.173993653967
270543.684652399737 275916.164070113096
270618.659647883731 276034.000662711216
270693.600208100223 276151.683453564823
270768.506950360665 276269.212119403121
270843.380497659207 276386.586331472383
270918.221478759195 276503.805755439564
270993.030528281932 276620.870051294216
271067.808286796673 276737.778873246396
271142.555400911777 276854.531869623403
271217.272523368418 276971.128682764887
271291.960313135758 277087.568948913831
271366.619435507106 277203.852298106067
271441.250562198984 277319.978354057355
271515.854371451191 277435.946734047262
271590.431548129127 277551.757048800995
271664.982783827931 277667.408902367228
271739.508776978648 277782.901891995396
271814.010232955916 277898.235608007177
271888.487864188501 278013.409633667208
271962.942390271171 278128.423545049794
272037.374538079195 278243.276910902408
272111.785041884577 278357.969292506168
272186.174643474864 278472.500243532704
272260.544092274155 278586.869309897884
272334.894145466038 278701.076029611751
272409.225568119844 278815.119932624802
272483.539133318060 278929.000540670531
272557.835622287064 279042.717367104080
272632.115824530483 279156.269916737103
272706.380537964345 279269.657685668033
272780.630569055909 279382.880161108915
272854.866732964409 279495.936821207055
272929.089853684825 279608.827134862484
273003.300764194748 279721.550561540935
273077.500306603382 279834.106551082456
273151.689332304755 279946.494543503737
273225.868702132895 280058.713968797296
273300.039286520274 280170.764246723673
273374.201965660148 280282.644786599732
273448.357629670994 280394.354987080209
273522.507178765431 280505.894235934771
273596.651523421868 280617.261909817928
273670.791584559658 280728.457374034042
273744.928293718083 280839.479982295248
273819.062593238777 280950.329076473834
273893.195436451933 281061.003986346652
273967.327787866583 281171.504029334174
274041.460623364139 281281.828510231629
274115.594930396765 281391.976720932638
274189.731708188890 281501.947940145736
274263.871967944433 281611.741433103685
274338.016733055993 281721.356451263593
274412.167039320921 281830.792231999221
274486.323935159948 281940.047998285154
274560.488481841807 282049.122958371590
274634.661753711523 282158.016305450583
274708.844838424062 282266.727217311563
274783.038837182801 282375.254855989129
274857.244864983310 282483.598367399012
274931.464050861367 282591.756880964094
275005.697538147855 282699.729509230645
275079.946484727319 282807.515347471694
275154.212063303334 282915.113473280333
275228.495461669285 283022.522946150391
275302.797882984276 283129.742807045113
275377.120546055608 283236.772077952628
275451.464685627725 283343.609761428786
275525.831552676333 283450.254840126086
275600.222414709744 283556.706276308163
275674.638556076272 283662.963011350192
275749.081278278551 283769.023965223634
275823.551900294668 283874.888035965443
275898.051758906338 283980.554099131143
275972.582209033542 284086.021007231087
276047.144624077890 284191.287589148211
276121.740396271867 284296.352649539418
276196.370937037282 284401.214968217071
276271.037677349930 284505.873299510509
276345.742068113759 284610.326371608535
276420.485580542183 284714.572885880654
276495.269706548366 284818.611516175617
276570.095959143771 284922.440908098419
276644.965872845496 285026.059678263613
276719.881004092458 285129.466413523944
276794.842931671010 285232.659670173947
276869.853257149982 285335.637973127828
276944.913605324342 285438.399815068464
277020.025624669506 285540.943655570387
277095.190987805254 285643.267920191051
277170.411391970236 285745.370999533334
277245.688559505332 285847.251248274988
277321.024238349579 285948.906984165485
277396.420202545705 286050.336486988701
277471.878252755967 286151.537997489213
277547.400216790964 286252.509716261411
277622.987950148119 286353.249802601000
277698.643336562382 286453.756373313779
277774.368288569152 286554.027501485310
277850.164748077572 286654.061215204012
277926.034686958301 286753.855496240663
278001.980107641255 286853.408278679533
278078.003043727425 286952.717447499919
278154.105560612399 287051.780837106751
278230.289756123559 287150.596229806193
278306.557761169155 287249.161354226526
278382.911740401643 287347.473883679137
278459.353892892890 287445.531434459437
278535.886452824285 287543.331564083637
278612.511690188781 287640.871769458638
278689.231911507202 287738.149484983063
278766.049460557697 287835.162080575188
278842.966719119053 287931.906859625073
278919.986107727047 288028.381056868006
278997.110086444707 288124.581836174650
279074.341155645379 288220.506288254692
279151.681856809300 288316.151428269688
279229.134773333732 288411.514193352370
279306.702531354327 288506.591440025310
279384.387800580938 288601.379941517371
279462.193295144010 288695.876384970266
279540.121774453844 288790.077368533530
279618.176044069929 288883.979398338124
279696.358956582320 288977.578885347524
279774.673412501172 289070.872142077016
279853.122361157089 289163.855379176559
279931.708801608242 289256.524701870454
280010.435783556430 289348.876106246840
280089.306408266653 289440.905475388281
280168.323829493427 289532.608575338440
280247.491254409018 289623.981050894421
280326.811944533431 289715.018421216693
280406.289216663630 289805.716075248143
280485.926443799981 289896.069266932434
280565.727056067321 289986.073110220721
280645.694541628764 290075.722573857580
280725.832447587047 290165.012475933065
280806.144380873127 290253.937478191045
280886.634009115456 290342.492080079333
280967.305061486957 290430.670612529677
281048.161329525872 290518.467231452814
281129.206667923077 290605.875910934585
281210.444995272032 290692.890436116199
281291.880294774484 290779.504395744007
281373.516614894615 290865.711174369091
281455.358069953334 290951.503944180266
281537.408840655989 291036.875656449876
281619.673174540920 291121.819032572035
281702.155386341619 291206.326554671861
281784.859858247510 291290.390455762332
281867.791040053766 291374.002709424647
281950.953449182387 291457.155018986959
281999.702059909992 291505.572138928750
282022.390020129154 291528.023231801344
282045.095704247826 291550.439135287656
282067.819206416665 291572.819668138225
282090.560621150304 291595.164647422964
282113.320043327694 291617.473888512759
